,age,sex,race,degree,wrkstat,income,happy,number
399,36,Male,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
400,59,Male,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
401,49,Female,White,High school,Temp not working,$25000 or more,Very happy,0
402,45,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
403,34,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
404,44,Male,Other,Graduate,Working fulltime,Refused,Pretty happy,0
405,66,Female,White,High school,Retired,$25000 or more,Very happy,0
406,53,Female,White,High school,Keeping house,$25000 or more,Not too happy,0
407,59,Female,Other,Graduate,Working fulltime,$25000 or more,Very happy,0
408,43,Female,White,Bachelor,Working fulltime,Refused,Very happy,0
409,44,Male,White,Graduate,Working fulltime,$25000 or more,Not too happy,0
410,68,Male,White,Graduate,Retired,$15000 - 19999,Pretty happy,0
411,37,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
412,37,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
413,48,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
414,34,Female,Black,High school,Working fulltime,$20000 - 24999,Pretty happy,0
415,25,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
416,44,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
417,63,Female,Black,Lt high school,Other,Don't know,Very happy,0
418,26,Male,Black,High school,Working fulltime,Don't know,Pretty happy,0
419,64,Female,Black,High school,Retired,$20000 - 24999,Not too happy,0
420,21,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
421,31,Female,Black,Lt high school,Working fulltime,$25000 or more,Very happy,0
422,27,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
423,53,Female,White,Graduate,Working fulltime,Refused,Very happy,0
424,70,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
425,53,Female,White,Bachelor,Retired,Refused,Pretty happy,0
426,59,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
427,47,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
428,27,Male,Black,High school,Working parttime,$25000 or more,Pretty happy,0
429,52,Male,Other,Lt high school,Working fulltime,$25000 or more,Not too happy,0
430,26,Female,Other,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
431,24,Female,White,High school,Working parttime,Lt $1000,Pretty happy,0
432,25,Female,Other,High school,"Unempl, laid off",$25000 or more,Not too happy,0
433,44,Male,Other,Lt high school,Working fulltime,$25000 or more,Very happy,0
434,29,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
435,57,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
436,61,Male,White,High school,Retired,Refused,Very happy,0
437,66,Male,White,High school,Retired,$25000 or more,Pretty happy,0
438,48,Female,Black,Lt high school,School,$8000 to 9999,Very happy,0
439,26,Male,White,Bachelor,Working fulltime,$15000 - 19999,Pretty happy,0
440,29,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
441,48,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
442,30,Male,White,Bachelor,School,$25000 or more,Very happy,0
443,56,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
444,28,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
445,No answer,Female,Other,High school,Working fulltime,Refused,Very happy,0
446,65,Male,White,High school,Retired,$25000 or more,Pretty happy,0
447,43,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
448,49,Male,White,Bachelor,Working fulltime,Refused,Very happy,0
449,19,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
450,30,Female,White,High school,Other,$25000 or more,Pretty happy,0
451,67,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
452,37,Female,White,High school,Working fulltime,Refused,Pretty happy,0
453,40,Male,White,High school,Working parttime,$25000 or more,Not too happy,0
454,65,Male,White,Graduate,"Unempl, laid off",$25000 or more,Pretty happy,0
455,63,Female,White,High school,Other,$10000 - 14999,Not too happy,0
456,34,Female,Other,Graduate,Working fulltime,Refused,Very happy,0
457,37,Female,White,Bachelor,Working fulltime,Refused,Very happy,0
458,48,Female,White,Bachelor,Working fulltime,Refused,Pretty happy,0
459,81,Male,White,High school,Retired,Refused,Very happy,0
460,58,Female,White,Graduate,Working fulltime,Refused,Pretty happy,0
461,64,Female,White,Graduate,Working fulltime,Refused,Pretty happy,0
462,37,Female,White,Graduate,Working fulltime,Refused,Pretty happy,0
463,66,Male,White,Bachelor,Working parttime,Refused,Pretty happy,0
464,31,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
465,64,Male,White,Bachelor,Working parttime,$25000 or more,Very happy,0
466,57,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
467,59,Female,White,Graduate,Working fulltime,Refused,Pretty happy,0
468,29,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
469,59,Male,White,Bachelor,Working fulltime,Refused,Pretty happy,0
470,59,Female,White,Graduate,Working fulltime,Refused,Pretty happy,0
471,71,Male,White,Bachelor,Working parttime,$25000 or more,Pretty happy,0
472,36,Male,White,Graduate,Working fulltime,$25000 or more,Not too happy,0
473,29,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
474,28,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
475,76,Female,Black,High school,Retired,$25000 or more,Pretty happy,0
476,71,Female,White,Lt high school,Retired,$25000 or more,Pretty happy,0
477,24,Male,White,Bachelor,"Unempl, laid off",$25000 or more,Pretty happy,0
478,61,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
479,34,Female,Other,Graduate,Working fulltime,$10000 - 14999,Pretty happy,0
480,48,Male,White,High school,"Unempl, laid off",$8000 to 9999,Not too happy,0
481,27,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
482,26,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
483,31,Female,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
484,61,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
485,44,Female,White,Graduate,Temp not working,$25000 or more,Pretty happy,0
486,84,Male,White,Junior college,Retired,$25000 or more,Not too happy,0
487,73,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
488,37,Male,White,High school,Working fulltime,Refused,Pretty happy,0
489,82,Female,White,Junior college,Retired,$25000 or more,Pretty happy,0
490,29,Male,Other,High school,Working fulltime,$25000 or more,Very happy,0
491,72,Female,White,High school,Retired,Don't know,Not too happy,0
492,37,Male,Other,Lt high school,Working parttime,$10000 - 14999,Not too happy,0
493,32,Male,Other,Graduate,"Unempl, laid off",$15000 - 19999,Not too happy,0
494,23,Female,Other,High school,Keeping house,Don't know,Very happy,0
495,50,Male,Other,High school,Working fulltime,$25000 or more,Very happy,0
496,34,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
497,42,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
498,58,Female,White,High school,Working parttime,$25000 or more,Very happy,0
499,33,Female,White,High school,Working parttime,$10000 - 14999,Pretty happy,0
500,58,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
501,22,Male,White,Junior college,School,$25000 or more,Not too happy,0
502,24,Female,White,High school,Working parttime,$15000 - 19999,Pretty happy,0
503,32,Female,Black,High school,"Unempl, laid off",Don't know,Pretty happy,0
504,20,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
505,19,Male,White,Lt high school,School,$25000 or more,Very happy,0
506,54,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
507,21,Female,White,High school,Working parttime,$25000 or more,Not too happy,0
508,55,Female,White,Bachelor,Working fulltime,Refused,Very happy,0
509,42,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
510,65,Female,White,High school,Retired,$25000 or more,Not too happy,0
511,68,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
512,59,Female,White,Junior college,Working parttime,$25000 or more,Very happy,0
513,32,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
514,51,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
515,69,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
516,34,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
517,24,Male,White,High school,Working parttime,$15000 - 19999,Not too happy,0
518,45,Female,White,Junior college,Keeping house,$25000 or more,Pretty happy,0
519,34,Female,White,High school,Keeping house,$25000 or more,Not too happy,0
520,58,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
521,47,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
522,50,Male,White,Graduate,Working fulltime,Refused,Very happy,0
523,33,Female,Other,Graduate,Working fulltime,Refused,Pretty happy,0
524,85,Male,White,Graduate,Retired,$25000 or more,Pretty happy,0
525,45,Female,White,Graduate,Working parttime,Refused,Very happy,0
526,23,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
527,33,Male,White,Bachelor,Working fulltime,Refused,Pretty happy,0
528,51,Female,Other,Bachelor,Working parttime,$25000 or more,Not too happy,0
529,52,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
530,78,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
531,69,Male,White,Graduate,Working fulltime,Refused,Very happy,0
532,62,Female,White,Junior college,Keeping house,$25000 or more,Pretty happy,0
533,74,Female,White,Bachelor,Retired,$25000 or more,Pretty happy,0
534,76,Male,Other,Bachelor,Retired,Don't know,Not too happy,0
535,76,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
536,47,Male,Black,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
537,31,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
538,87,Female,White,Lt high school,Retired,Don't know,Pretty happy,0
539,28,Male,Other,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
540,47,Male,Black,High school,Working parttime,$20000 - 24999,Pretty happy,0
541,58,Female,White,Bachelor,Working fulltime,Refused,Pretty happy,0
542,32,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
543,47,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
544,27,Female,Black,Graduate,Working fulltime,$20000 - 24999,Not too happy,0
545,57,Female,White,Bachelor,Keeping house,$10000 - 14999,Pretty happy,0
546,32,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
547,24,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
548,81,Female,White,Lt high school,Retired,Lt $1000,Not too happy,0
549,19,Female,Other,High school,Working fulltime,$25000 or more,Not too happy,0
550,44,Female,Other,High school,Working fulltime,$25000 or more,Not too happy,0
551,41,Male,White,Lt high school,"Unempl, laid off",$1000 to 2999,Not too happy,0
552,67,Male,Black,High school,Temp not working,$25000 or more,Not too happy,0
553,36,Male,Black,Junior college,Working fulltime,$25000 or more,Pretty happy,0
554,33,Male,Other,Graduate,Working fulltime,$25000 or more,Pretty happy,0
555,48,Male,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
556,47,Female,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
557,72,Female,White,High school,Retired,$25000 or more,Not too happy,0
558,60,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
559,89 or older,Female,White,Lt high school,Retired,Don't know,Pretty happy,0
560,45,Female,Other,Lt high school,Keeping house,$7000 to 7999,Pretty happy,0
561,70,Female,White,Graduate,Retired,Refused,Not too happy,0
562,79,Female,Other,High school,Retired,Refused,Very happy,0
563,37,Female,White,High school,Working fulltime,$25000 or more,Not too happy,0
564,39,Female,White,Bachelor,Keeping house,$25000 or more,Very happy,0
565,57,Female,White,High school,Other,$25000 or more,Pretty happy,0
566,55,Female,Black,High school,Working fulltime,$25000 or more,Very happy,0
567,28,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
568,58,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
569,64,Female,White,Lt high school,Working parttime,$25000 or more,Pretty happy,0
570,32,Male,White,Bachelor,Working fulltime,$25000 or more,Not too happy,0
571,63,Male,White,Bachelor,Retired,$25000 or more,Very happy,0
572,47,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
573,40,Female,Black,High school,Working parttime,$6000 to 6999,Not too happy,0
574,38,Male,White,High school,"Unempl, laid off",$25000 or more,Not too happy,0
575,63,Female,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
576,49,Female,Other,Graduate,Keeping house,$25000 or more,Pretty happy,0
577,74,Female,White,High school,Retired,$15000 - 19999,Not too happy,0
578,66,Female,Black,High school,Keeping house,$20000 - 24999,Very happy,0
579,34,Male,White,Bachelor,Working parttime,$25000 or more,Very happy,0
580,42,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
581,66,Male,White,Lt high school,Retired,$25000 or more,Pretty happy,0
582,46,Female,Black,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
583,51,Male,Black,High school,"Unempl, laid off",Lt $1000,Not too happy,0
584,20,Female,White,High school,School,$25000 or more,Pretty happy,0
585,54,Female,White,Lt high school,Keeping house,$25000 or more,Pretty happy,0
586,55,Male,Black,High school,"Unempl, laid off",$3000 to 3999,Pretty happy,0
587,58,Male,Black,High school,Working fulltime,$25000 or more,Not too happy,0
588,53,Male,White,High school,"Unempl, laid off",$25000 or more,Not too happy,0
589,36,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
590,76,Male,White,Bachelor,Retired,$8000 to 9999,Very happy,0
591,33,Female,White,Junior college,Working parttime,$25000 or more,Pretty happy,0
592,69,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
593,32,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
594,48,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
595,72,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
596,66,Female,White,High school,Retired,$25000 or more,Very happy,0
597,85,Female,White,High school,Retired,Refused,Pretty happy,0
598,68,Female,White,High school,Other,$25000 or more,Very happy,0
599,53,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
600,75,Female,White,Junior college,Retired,Refused,Pretty happy,0
601,25,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
602,52,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
603,80,Female,White,High school,Keeping house,$20000 - 24999,Not too happy,0
604,67,Male,White,High school,Retired,$3000 to 3999,Very happy,0
605,21,Female,White,High school,Working parttime,$7000 to 7999,Very happy,0
606,31,Female,Black,High school,Working parttime,$25000 or more,Pretty happy,0
607,69,Male,White,Junior college,Retired,$25000 or more,Pretty happy,0
608,47,Female,Black,Graduate,Working fulltime,Refused,Pretty happy,0
609,34,Male,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
610,33,Female,White,High school,Keeping house,Don't know,Very happy,0
611,53,Female,Black,Lt high school,Working parttime,$10000 - 14999,Very happy,0
612,47,Female,Black,High school,Working parttime,$6000 to 6999,Pretty happy,0
613,57,Male,White,High school,Other,$25000 or more,Not too happy,0
